# ----------------------------------------
# Bike MS - Luminate Pages
# Landing Pages
# 20160401-20171214
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Bike Registration - Join Team from Team Page (Goal 4 Conversion Rate),Bike Registration - Join Team from Team Page (Goal 4 Completions),Bike Registration - Join Team from Team Page (Goal 4 Value)
/site/Donation2?idb=1461709875&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=2503441&PROXY_TYPE=20&55822.donation=form1,12,75.00%,9,16.67%,2.67,00:02:46,0.00%,0,$0.00
/site/Donation2?idb=147262232&df_id=55810&55810.donation=form1&FR_ID=27711&mfc_pref=T&PROXY_ID=14899030&PROXY_TYPE=20&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,12,25.00%,3,50.00%,2.33,00:02:42,0.00%,0,$0.00
/site/Donation2?idb=1482438467&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15631539&PROXY_TYPE=20&NONCE_TOKEN=426B9D62CD307DEC9017DAF32E1AA7EF&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,58.33%,7,41.67%,1.25,00:01:33,0.00%,0,$0.00
/site/Donation2?idb=1486276529&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=9440762&PROXY_TYPE=20&55822.donation=form1&;df_id=55822&idb=1932262089&;FR_ID=27695&;PROXY_ID=9440762&;55822.donation=root&;PROXY_TYPE=20&;mfc_pref=T,12,91.67%,11,25.00%,1.92,00:03:05,0.00%,0,$0.00
/site/Donation2?idb=1494860380&df_id=55830&FR_ID=27060&mfc_pref=T&PROXY_ID=489737&PROXY_TYPE=22&55830.donation=form1&amp;df_id=55830&amp;55830.donation=root&amp;FR_ID=27060&amp;PROXY_ID=489737&amp;PROXY_TYPE=22&amp;mfc_pref=T,12,83.33%,10,25.00%,3.33,00:04:39,0.00%,0,$0.00
/site/Donation2?idb=1495067978&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=14604739&PROXY_TYPE=20&57382.donation=form1&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,12,58.33%,7,75.00%,1.67,00:01:45,0.00%,0,$0.00
/site/Donation2?idb=1495668414&df_id=56705&FR_ID=27735&mfc_pref=T&PROXY_ID=8549483&56705.donation=form1&PROXY_TYPE=20,12,91.67%,11,66.67%,1.75,00:01:11,0.00%,0,$0.00
/site/Donation2?idb=1504214284&df_id=57772&FR_ID=28196&mfc_pref=T&PROXY_ID=8756244&PROXY_TYPE=20&57772.donation=form1&NONCE_TOKEN=B50AF0A2F8B6681CFF26DCE9EC633999&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,16.67%,2,83.33%,1.17,00:02:35,0.00%,0,$0.00
/site/Donation2?idb=1518527936&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=16175460&PROXY_TYPE=20&57849.donation=form1&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,12,66.67%,8,8.33%,1.75,00:02:53,0.00%,0,$0.00
/site/Donation2?idb=1530986356&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=12670416&57754.donation=form1&PROXY_TYPE=20,12,83.33%,10,25.00%,1.92,00:03:44,0.00%,0,$0.00
/site/Donation2?idb=1531475435&df_id=58644&FR_ID=29042&mfc_pref=T&58644.donation=form1&PROXY_ID=12967176&PROXY_TYPE=20,12,75.00%,9,33.33%,1.75,00:04:39,0.00%,0,$0.00
/site/Donation2?idb=1534588115&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=7652955&PROXY_TYPE=20&amp;df_id=58680&idb=370215811&amp;FR_ID=29046&amp;PROXY_ID=7652955&amp;58680.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,75.00%,9,8.33%,2.33,00:02:22,0.00%,0,$0.00
/site/Donation2?idb=1556766778&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=12091692&PROXY_TYPE=20&s_subsrc=bfAphFbPfSched&s_src=boundlessfundraising,12,50.00%,6,75.00%,1.33,00:00:57,0.00%,0,$0.00
/site/Donation2?idb=1564247171&df_id=55754&55754.donation=form1&FR_ID=27190&mfc_pref=T&PROXY_ID=456582&PROXY_TYPE=22,12,58.33%,7,0.00%,1.75,00:01:01,0.00%,0,$0.00
/site/Donation2?idb=1564325435&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=11581703&PROXY_TYPE=20,12,58.33%,7,50.00%,1.50,00:04:03,0.00%,0,$0.00
/site/Donation2?idb=1572244636&58627.donation=form1&df_id=58627&FR_ID=29037&mfc_pref=T&PROXY_ID=14923828&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,12,41.67%,5,16.67%,1.67,00:02:40,0.00%,0,$0.00
/site/Donation2?idb=1577913561&df_id=55754&55754.donation=form1&FR_ID=27190&mfc_pref=T&PROXY_ID=14791578&PROXY_TYPE=20&amp;df_id=55754&idb=1827718618&amp;FR_ID=27190&amp;55754.donation=root&amp;PROXY_ID=14791578&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,75.00%,9,0.00%,2.75,00:05:10,0.00%,0,$0.00
/site/Donation2?idb=1588133308&58221.donation=form1&df_id=58221&FR_ID=28384&mfc_pref=T&PROXY_ID=14433137&PROXY_TYPE=20&amp;df_id=58221&amp;58221.donation=root&idb=1768507247&amp;FR_ID=28384&amp;PROXY_ID=14433137&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,75.00%,9,25.00%,2.50,00:06:34,0.00%,0,$0.00
/site/Donation2?idb=1639563807&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=10133392&PROXY_TYPE=20&NONCE_TOKEN=5981499842D0193582E37870AAD29CD6&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,25.00%,3,33.33%,2.50,00:01:04,0.00%,0,$0.00
/site/Donation2?idb=1641335104&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15061649&55820.donation=form1&PROXY_TYPE=20,12,91.67%,11,8.33%,2.58,00:04:47,0.00%,0,$0.00
/site/Donation2?idb=1649098572&df_id=55817&FR_ID=27689&mfc_pref=T&PROXY_ID=14884698&PROXY_TYPE=20&55817.donation=form1,12,100.00%,12,16.67%,1.08,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=1650221631&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=13477482&PROXY_TYPE=20,12,66.67%,8,66.67%,2.08,00:02:45,0.00%,0,$0.00
/site/Donation2?idb=1671578204&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=13933816&PROXY_TYPE=20&NONCE_TOKEN=7BAA0ED527C8277073E3DED14077ED75&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,66.67%,8,58.33%,1.67,00:01:00,0.00%,0,$0.00
/site/Donation2?idb=1687594822&df_id=57772&FR_ID=28196&mfc_pref=T&PROXY_ID=11817941&PROXY_TYPE=20&57772.donation=form1,12,58.33%,7,16.67%,2.00,00:01:39,0.00%,0,$0.00
/site/Donation2?idb=1714065847&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15631117&PROXY_TYPE=20&amp;df_id=57826&idb=684964563&amp;FR_ID=28263&amp;PROXY_ID=15631117&amp;57826.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,75.00%,9,50.00%,1.75,00:02:21,0.00%,0,$0.00
/site/Donation2?idb=1728488433&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=1803134&PROXY_TYPE=20&57849.donation=form1&NONCE_TOKEN=039A7CD88B2FCD01F02BC12F56D391E9&s_tafId=636242,12,0.00%,0,83.33%,1.08,00:00:11,0.00%,0,$0.00
/site/Donation2?idb=1730907124&df_id=55827&FR_ID=27178&mfc_pref=T&PROXY_ID=9950065&PROXY_TYPE=20&55827.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,12,83.33%,10,16.67%,2.42,00:07:38,0.00%,0,$0.00
/site/Donation2?idb=1770733241&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=2080749&PROXY_TYPE=20,12,50.00%,6,66.67%,6.58,00:03:52,0.00%,0,$0.00
/site/Donation2?idb=1774616201&df_id=55815&FR_ID=27065&mfc_pref=T&PROXY_ID=2190674&55815.donation=form1&PROXY_TYPE=20&s_tafId=454133,12,50.00%,6,25.00%,3.17,00:04:45,0.00%,0,$0.00
/site/Donation2?idb=1778858082&df_id=55822&FR_ID=27693&mfc_pref=T&PROXY_ID=15408140&PROXY_TYPE=20&55822.donation=form1,12,50.00%,6,25.00%,2.83,00:06:41,0.00%,0,$0.00
/site/Donation2?idb=1784478913&58538.donation=form1&df_id=58538&FR_ID=28921&mfc_pref=T&PROXY_ID=15545612&PROXY_TYPE=20,12,50.00%,6,16.67%,1.92,00:02:16,0.00%,0,$0.00
/site/Donation2?idb=1788540964&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=5495544&PROXY_TYPE=20,12,50.00%,6,8.33%,1.75,00:03:35,0.00%,0,$0.00
/site/Donation2?idb=1791699723&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15026356&PROXY_TYPE=20&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,12,0.00%,0,83.33%,1.25,00:01:37,0.00%,0,$0.00
/site/Donation2?idb=1795076705&57801.donation=form1&df_id=57801&FR_ID=28217&mfc_pref=T&PROXY_ID=15680882&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,41.67%,5,75.00%,1.58,00:01:19,0.00%,0,$0.00
/site/Donation2?idb=1834765999&df_id=55837&55837.donation=form1&FR_ID=27039&mfc_pref=T&PROXY_ID=8461951&PROXY_TYPE=20,12,91.67%,11,41.67%,2.00,00:02:57,0.00%,0,$0.00
/site/Donation2?idb=1846823677&df_id=58140&58140.donation=form1&FR_ID=28847&mfc_pref=T&PROXY_ID=15867928&PROXY_TYPE=20&NONCE_TOKEN=B0A2E3F300866D6A06A60F104CC14257&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,75.00%,9,16.67%,2.33,00:04:24,0.00%,0,$0.00
/site/Donation2?idb=1858520847&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=12916099&PROXY_TYPE=20&55817.donation=form1,12,75.00%,9,50.00%,1.33,00:00:40,0.00%,0,$0.00
/site/Donation2?idb=1877933343&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=10031960&PROXY_TYPE=20&55825.donation=form1,12,58.33%,7,41.67%,1.67,00:01:22,0.00%,0,$0.00
/site/Donation2?idb=1883489362&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=11284783&55821.donation=form1&PROXY_TYPE=20,12,83.33%,10,41.67%,2.17,00:06:55,0.00%,0,$0.00
/site/Donation2?idb=1893368324&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=12437704&55821.donation=form1&PROXY_TYPE=20,12,83.33%,10,8.33%,2.92,00:05:08,0.00%,0,$0.00
/site/Donation2?idb=1903272787&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=16049975&PROXY_TYPE=20,12,66.67%,8,25.00%,1.50,00:01:15,0.00%,0,$0.00
/site/Donation2?idb=1905492190&df_id=55830&FR_ID=27060&mfc_pref=T&PROXY_ID=1772933&PROXY_TYPE=20&55830.donation=form1,12,66.67%,8,16.67%,2.67,00:05:43,0.00%,0,$0.00
/site/Donation2?idb=1908333701&df_id=56530&56530.donation=form1&FR_ID=27426&mfc_pref=T&PROXY_ID=1869346&PROXY_TYPE=20&idb=1425755499,12,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=191502763&df_id=55817&FR_ID=27041&mfc_pref=T&PROXY_ID=11761437&PROXY_TYPE=20&55817.donation=form1,12,75.00%,9,0.00%,2.00,00:01:53,0.00%,0,$0.00
/site/Donation2?idb=1924287811&df_id=55802&FR_ID=27775&mfc_pref=T&PROXY_ID=8561270&PROXY_TYPE=20&55802.donation=form1,12,75.00%,9,83.33%,1.17,00:00:22,0.00%,0,$0.00
/site/Donation2?idb=1931921900&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=8594384&PROXY_TYPE=20&55822.donation=form1,12,83.33%,10,25.00%,2.92,00:06:22,0.00%,0,$0.00
/site/Donation2?idb=1946278301&df_id=57988&FR_ID=28811&mfc_pref=T&PROXY_ID=15460206&57988.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=07B947AFF66EE7DB3716FA800C419760,12,91.67%,11,8.33%,2.42,00:05:35,0.00%,0,$0.00
/site/Donation2?idb=1947174264&df_id=57134&FR_ID=27905&mfc_pref=T&PROXY_ID=12496368&PROXY_TYPE=20&57134.donation=form1&s_subsrc=bfAphFbPfSched&s_src=boundlessfundraising,12,75.00%,9,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=1997694850&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=14978066&PROXY_TYPE=20,12,66.67%,8,25.00%,2.42,00:04:44,0.00%,0,$0.00
/site/Donation2?idb=2005136504&56014.donation=form1&df_id=56014&FR_ID=27172&mfc_pref=T&PROXY_ID=7024924&PROXY_TYPE=20&amp;56014.donation=root&amp;df_id=56014&idb=572644246&amp;FR_ID=27172&amp;PROXY_ID=7024924&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,75.00%,9,25.00%,3.17,00:03:59,0.00%,0,$0.00
/site/Donation2?idb=2006220661&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15650211&PROXY_TYPE=20&amp;df_id=57826&idb=306887591&amp;FR_ID=28263&amp;PROXY_ID=15650211&amp;57826.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,83.33%,10,41.67%,1.42,00:00:52,0.00%,0,$0.00
/site/Donation2?idb=2027911737&df_id=55823&FR_ID=27696&mfc_pref=T&PROXY_ID=4649558&55823.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,75.00%,9,0.00%,2.50,00:01:39,0.00%,0,$0.00
/site/Donation2?idb=2029131917&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=11247637&PROXY_TYPE=20,12,66.67%,8,66.67%,1.33,00:00:47,0.00%,0,$0.00
/site/Donation2?idb=2063156111&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15625885&PROXY_TYPE=20&NONCE_TOKEN=E34D34A326CA2FBA0F09518E85EB5765&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,12,0.00%,0,91.67%,1.17,00:02:47,0.00%,0,$0.00
/site/Donation2?idb=2073256451&df_id=58702&FR_ID=29052&mfc_pref=T&PROXY_ID=5090023&58702.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=9A4BD6C1347F72675FEE4C0D5E463FA7,12,91.67%,11,8.33%,2.33,00:03:41,0.00%,0,$0.00
/site/Donation2?idb=2092398581&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=11986518&PROXY_TYPE=20&55817.donation=form1,12,75.00%,9,75.00%,1.83,00:02:16,0.00%,0,$0.00
/site/Donation2?idb=2099813791&df_id=55822&FR_ID=27693&mfc_pref=T&PROXY_ID=15488878&PROXY_TYPE=20&55822.donation=form1,12,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=2103190159&57801.donation=form1&df_id=57801&FR_ID=28217&mfc_pref=T&PROXY_ID=14589836&PROXY_TYPE=20,12,83.33%,10,16.67%,2.08,00:03:29,0.00%,0,$0.00
/site/Donation2?idb=2123959491&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=13846977&PROXY_TYPE=20&amp;df_id=57826&idb=542219097&amp;FR_ID=28263&amp;PROXY_ID=13846977&amp;57826.donation=root&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,25.00%,3,75.00%,1.33,00:02:12,0.00%,0,$0.00
/site/Donation2?idb=2140272356&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=1909927&PROXY_TYPE=20,12,66.67%,8,50.00%,2.17,00:03:53,0.00%,0,$0.00
/site/Donation2?idb=2145541380&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=8508843&PROXY_TYPE=20,12,100.00%,12,25.00%,1.67,00:02:01,0.00%,0,$0.00
/site/Donation2?idb=217345716&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15620140&PROXY_TYPE=20&NONCE_TOKEN=83002B6039A309143AE7D9A96D3742A4&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,41.67%,5,41.67%,2.00,00:02:18,0.00%,0,$0.00
/site/Donation2?idb=233378682&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=7148052&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,12,75.00%,9,66.67%,1.83,00:00:36,0.00%,0,$0.00
/site/Donation2?idb=237308289&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=10548402&PROXY_TYPE=20,12,50.00%,6,83.33%,1.17,00:00:06,0.00%,0,$0.00
/site/Donation2?idb=237853567&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15704444&PROXY_TYPE=20,12,83.33%,10,58.33%,1.83,00:02:23,0.00%,0,$0.00
/site/Donation2?idb=241002860&df_id=57134&FR_ID=27905&mfc_pref=T&PROXY_ID=11333010&PROXY_TYPE=20&57134.donation=form1,12,75.00%,9,58.33%,1.75,00:01:03,0.00%,0,$0.00
/site/Donation2?idb=253333541&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=15622007&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=D72480EF245F23C3B3D4D225E673DE9D,12,58.33%,7,33.33%,1.67,00:01:22,0.00%,0,$0.00
/site/Donation2?idb=254529930&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=13611540&PROXY_TYPE=20&55952.donation=form1&amp;df_id=55952&idb=1709793459&amp;FR_ID=27061&amp;PROXY_ID=13611540&amp;PROXY_TYPE=20&amp;mfc_pref=T&amp;55952.donation=root,12,66.67%,8,25.00%,3.25,00:02:05,0.00%,0,$0.00
/site/Donation2?idb=271818714&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=5621753&PROXY_TYPE=20,12,66.67%,8,0.00%,1.58,00:00:50,0.00%,0,$0.00
/site/Donation2?idb=275852397&58696.donation=form1&df_id=58696&FR_ID=28742&mfc_pref=T&PROXY_ID=15379053&PROXY_TYPE=20&NONCE_TOKEN=7BE6038AE0202A9DA53556D517B0E330&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,12,66.67%,8,41.67%,1.83,00:02:41,0.00%,0,$0.00
/site/Donation2?idb=292165999&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=12814276&PROXY_TYPE=20,12,83.33%,10,0.00%,1.50,00:02:58,0.00%,0,$0.00
/site/Donation2?idb=299892726&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=10458781&PROXY_TYPE=20&NONCE_TOKEN=507DDE4F63C75612BE36935B23FF9403&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,12,66.67%,8,0.00%,2.00,00:01:38,0.00%,0,$0.00
/site/Donation2?idb=300216489&df_id=58682&FR_ID=29047&mfc_pref=T&PROXY_ID=16292247&58682.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=FCC42D7219C0452720C202205C31AD3D,12,75.00%,9,0.00%,2.00,00:03:28,0.00%,0,$0.00
/site/Donation2?idb=30323955&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=15626586&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=F46991D45F65233AC9591906E10E97E0&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,8.33%,1,75.00%,1.33,00:02:15,0.00%,0,$0.00
/site/Donation2?idb=303877697&df_id=55827&FR_ID=27188&mfc_pref=T&PROXY_ID=11902781&PROXY_TYPE=20&55827.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,83.33%,10,50.00%,1.92,00:02:59,0.00%,0,$0.00
/site/Donation2?idb=317404944&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=4469749&PROXY_TYPE=20&55817.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,75.00%,9,0.00%,1.58,00:00:56,0.00%,0,$0.00
/site/Donation2?idb=323685039&df_id=55754&55754.donation=form1&FR_ID=27190&PROXY_ID=9381298&PROXY_TYPE=20,12,66.67%,8,16.67%,2.50,00:02:52,0.00%,0,$0.00
/site/Donation2?idb=331656861&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=16178847&PROXY_TYPE=20&57849.donation=form1&NONCE_TOKEN=0E9ACAE4DF5CA7363412C00B90D301DD&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,25.00%,3,75.00%,1.75,00:01:13,0.00%,0,$0.00
/site/Donation2?idb=333240072&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=7023052&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,66.67%,8,50.00%,1.67,00:02:39,0.00%,0,$0.00
/site/Donation2?idb=345794281&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=14556985&PROXY_TYPE=20&NONCE_TOKEN=3B8E29D35538F47A4F8730DEE284A471&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,50.00%,6,58.33%,1.33,00:00:29,0.00%,0,$0.00
/site/Donation2?idb=353185880&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14714951&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphGfSelf&s_src=boundlessfundraising,12,58.33%,7,16.67%,2.67,00:04:23,0.00%,0,$0.00
/site/Donation2?idb=382345515&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=11210145&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=25248B7101E10798FAA3500C73995A57&s_subsrc=bfAphSmsPfMsg&s_src=boundlessfundraising,12,0.00%,0,91.67%,1.17,00:00:25,0.00%,0,$0.00
/site/Donation2?idb=387789819&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=11759620&PROXY_TYPE=20,12,50.00%,6,33.33%,1.67,00:01:24,0.00%,0,$0.00
/site/Donation2?idb=391918046&df_id=58684&FR_ID=29045&mfc_pref=T&PROXY_ID=13817591&PROXY_TYPE=20&58684.donation=form1&s_subsrc=adwords-link-ongoing&s_src=bike-fy17-fln-reg-cpc,12,0.00%,0,91.67%,1.00,00:00:31,0.00%,0,$0.00
/site/Donation2?idb=409760758&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=1828982&PROXY_TYPE=20&57382.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,50.00%,6,83.33%,1.42,00:00:27,0.00%,0,$0.00
/site/Donation2?idb=414267918&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=12727533&57754.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=18095033522426FFB605D245F4714871&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,66.67%,8,75.00%,1.17,00:00:34,0.00%,0,$0.00
/site/Donation2?idb=426682185&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=13066121&55820.donation=form1&PROXY_TYPE=20&idb=1230101986,12,0.00%,0,0.00%,1.50,00:06:10,0.00%,0,$0.00
/site/Donation2?idb=432755041&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14796819&PROXY_TYPE=20&NONCE_TOKEN=E9F2ACC5E87400ED7611DEEF8602B9FF&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,12,75.00%,9,50.00%,1.92,00:04:37,0.00%,0,$0.00
/site/Donation2?idb=493470174&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15677438&PROXY_TYPE=20&NONCE_TOKEN=2B0DD9912ADA4455C7B4E6570C4B64FD,12,0.00%,0,83.33%,1.17,00:02:59,0.00%,0,$0.00
/site/Donation2?idb=496318234&df_id=57991&57991.donation=form1&FR_ID=28813&mfc_pref=T&PROXY_ID=13907475&PROXY_TYPE=20&NONCE_TOKEN=26D4C1302699841E8358CDEDB14D4505&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,66.67%,8,25.00%,2.08,00:04:59,0.00%,0,$0.00
/site/Donation2?idb=50148772&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15618224&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=163D0AC8EED22A00385D729B3577BBA3,12,75.00%,9,41.67%,1.67,00:03:38,0.00%,0,$0.00
/site/Donation2?idb=504107236&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=7889420&PROXY_TYPE=20&55896.donation=form1,12,83.33%,10,75.00%,1.42,00:00:21,0.00%,0,$0.00
/site/Donation2?idb=518263386&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15537440&PROXY_TYPE=20,12,58.33%,7,33.33%,3.33,00:07:16,0.00%,0,$0.00
/site/Donation2?idb=524202195&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=15000941&PROXY_TYPE=20,12,83.33%,10,41.67%,1.33,00:01:15,0.00%,0,$0.00
/site/Donation2?idb=537816310&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=1868140&57667.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=1EC6F22E9B464B9B10FA2AAB6CACC48D&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,12,91.67%,11,50.00%,1.50,00:01:31,0.00%,0,$0.00
/site/Donation2?idb=547581459&df_id=56599&FR_ID=27690&mfc_pref=T&PROXY_ID=9004478&PROXY_TYPE=20&56599.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,12,16.67%,2,0.00%,1.00,00:00:00,0.00%,0,$0.00
/site/Donation2?idb=56171507&df_id=55820&FR_ID=27006&mfc_pref=T&PROXY_ID=14816686&55820.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,12,91.67%,11,0.00%,1.42,00:01:19,0.00%,0,$0.00
/site/Donation2?idb=566868995&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=15814256&PROXY_TYPE=20&NONCE_TOKEN=1968B8F12590B8FCFAF3657C3C743025&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,12,16.67%,2,66.67%,1.50,00:01:54,0.00%,0,$0.00
/site/Donation2?idb=572678987&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=14882494&55846.donation=form1&PROXY_TYPE=20&amp;df_id=55846&idb=327070517&amp;55846.donation=root&amp;FR_ID=27003&amp;PROXY_ID=14882494&amp;PROXY_TYPE=20&amp;mfc_pref=T,12,91.67%,11,58.33%,1.25,00:00:22,0.00%,0,$0.00
