# ----------------------------------------,,,,,,,
# Bike MS - Luminate Pages,,,,,,,
# Pages,,,,,,,
# 20160401-20171214,,,,,,,
# ----------------------------------------,,,,,,,
,,,,,,,
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/site/TR?fr_id=27694&pg=informational&sid=13238,537,472,0:01:53,45,31.11%,28.68%,$0.00 
/site/TR?fr_id=28207&pg=informational&sid=13251,537,365,0:01:02,46,34.09%,22.35%,$0.00 
/site/TR?fr_id=28953&pg=informational&sid=13247,537,401,0:00:34,24,8.70%,9.87%,$0.00 
/site/TR?fr_id=27776&pg=informational&sid=13242,536,395,0:04:37,55,18.97%,50.56%,$0.00 
/site/TR?fr_id=28811&pg=informational&sid=13238,536,482,0:02:32,64,50.00%,35.63%,$0.00 
/site/TR?fr_id=29047&pg=informational&sid=13233,536,436,0:02:16,59,55.56%,34.14%,$0.00 
/site/TR/Bike/KSSBikeEvents?pg=entry&fr_id=28543,536,300,0:01:39,101,35.24%,21.08%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28263&team_id=494561,536,353,0:01:48,49,40.38%,28.17%,$0.00 
/site/TR?fr_id=27695&pg=informational&sid=13249,535,376,0:03:47,64,33.87%,33.83%,$0.00 
/site/TR?fr_id=27696&pg=informational&sid=13238,535,445,0:02:25,116,18.97%,34.95%,$0.00 
/site/TR?pg=informational&fr_id=25572&type=fr_informational&sid=10927,535,489,0:00:26,104,4.81%,5.98%,$0.00 
/site/TR/Bike/NYNBikeEvents?pg=team&fr_id=29055&team_id=511449,535,396,0:01:41,177,43.09%,38.32%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_events&state=FL&date_range=current,534,382,0:01:38,19,60.00%,36.14%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_view=report-personal&pc2_page=progress&fr_id=27764,534,446,0:04:24,390,42.24%,62.17%,$0.00 
/site/TR?fr_id=28897&pg=informational&sid=13227,534,444,0:03:11,203,51.90%,45.13%,$0.00 
/site/TR?fr_id=28957&pg=informational&sid=14153,534,348,0:00:34,11,44.44%,8.80%,$0.00 
/site/TR?team_id=483359&fr_id=27764&pg=team,534,418,0:01:28,400,32.44%,40.45%,$0.00 
/site/TRR?pg=tfind&fr_id=28216&fr_tm_opt=new&s_fr_tm_opt=new&ptype=55490&s_ptype=55490&skip_login_page=true,533,463,0:01:30,287,10.07%,10.32%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_aboutBikeMS&fr_id=27043,532,403,0:01:34,186,22.95%,37.97%,$0.00 
/site/SPageServer/?s_subsrc=bfDskFbPfPrbdg&pagename=BIKE_HOM_events&s_src=boundlessfundraising,532,454,0:02:13,10,60.00%,52.63%,$0.00 
/site/TR?team_id=491507&fr_id=27703&pg=team,532,328,0:02:28,292,52.38%,51.50%,$0.00 
/site/TR?fr_id=27868&pg=informational&sid=13239,531,344,0:02:39,54,28.85%,30.13%,$0.00 
/site/TR?fr_id=28790&amp;pg=entry,531,449,0:01:28,396,35.26%,43.50%,$0.00 
/site/TR/Bike/TXHBikeEvents?px=10451657&pg=personal&fr_id=28791,531,430,0:01:30,372,45.72%,44.26%,$0.00 
/site/SPageServer?starting_postal=&state=MN&pagename=BIKE_HOM_events&s_src=bike-fy17-mnm-reg-cpc&s_subsrc=adwords-link,530,425,0:03:27,425,23.71%,69.62%,$0.00 
/site/TR?fr_id=28909&pg=informational&sid=14056&tab=ind,530,374,0:01:10,49,50.00%,29.06%,$0.00 
/site/TR?pg=pfind&fr_id=27184&s_redirect=true,530,478,0:03:43,171,59.55%,69.43%,$0.00 
/site/TR?team_id=511178&fr_id=28914&pg=team,530,356,0:02:03,345,56.90%,53.40%,$0.00 
/site/TR/Bike/NCTBikeEvents?pg=entry&fr_id=28911&s_src=bike-fy17-nct-reg-cpc&s_subsrc=adwords-link-ongoing,530,502,0:03:10,502,47.52%,78.87%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2018&pc2_page=center&fr_id=29299,529,369,0:04:00,142,50.68%,53.69%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&fr_id=27759,529,400,0:03:01,172,22.40%,52.74%,$0.00 
/site/TR?fr_id=28045&pg=informational&sid=13239,529,334,0:01:48,122,0.83%,25.90%,$0.00 
/site/TR?fr_id=28209&pg=informational&sid=13237,529,478,0:01:26,30,60.00%,20.98%,$0.00 
/site/TR?fr_id=28790&pg=informational&sid=13239,529,405,0:01:02,112,32.11%,19.85%,$0.00 
/site/TR/Bike/MNMBikeEvents?px=1875986&pg=personal&fr_id=28105,529,490,0:01:37,35,67.65%,30.43%,$0.00 
/site/TR?company_id=23659&pg=national_company,528,345,0:01:32,281,49.65%,41.48%,$0.00 
/site/TR?fr_id=27756&pg=informational&sid=13238,528,430,0:01:33,32,41.38%,28.98%,$0.00 
/site/TR/Bike/OHABikeEvents?team_id=501253&pg=team&fr_id=28892,528,394,0:01:05,290,44.86%,36.74%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=494527&pg=team&fr_id=28215,528,435,0:02:43,125,36.23%,41.29%,$0.00 
/site/TR?fr_id=27249&pg=informational&sid=13239,527,329,0:01:44,54,18.52%,25.43%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=452412&pg=team&fr_id=27061,527,360,0:02:27,256,35.74%,34.35%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28263&team_id=494509,527,270,0:01:17,20,50.00%,25.05%,$0.00 
/site/TRR?pg=tfind&fr_id=28811&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=58393&s_ptype=58393&skip_login_page=true,527,444,0:00:41,259,3.50%,3.61%,$0.00 
/site/TR?fr_id=27184&pg=informational&sid=13227,526,433,0:04:28,269,44.40%,63.12%,$0.00 
/site/TR?fr_id=29046&pg=informational&sid=13275,526,456,0:02:24,49,30.77%,32.32%,$0.00 
/site/TR?fr_id=29048&pg=informational&sid=13248,526,364,0:00:55,18,35.29%,13.50%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=29889&s_src=bike-fy18-TXH-reg-social&s_subsrc=facebook-link-lal-feeincrease-2,526,477,0:02:01,476,85.15%,84.22%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28263&team_id=495091,526,319,0:01:13,114,44.25%,30.61%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2018&pc2_page=center&fr_id=29876,525,370,0:05:17,107,59.46%,55.81%,$0.00 
/site/TR?fr_id=22466&pg=entry,525,390,0:00:53,374,9.87%,36.57%,$0.00 
/site/TR?fr_id=27048&pg=informational&sid=13231,525,448,0:01:42,33,23.33%,22.10%,$0.00 
/site/TR?fr_id=29046&pg=informational&sid=14439,525,387,0:00:32,40,24.39%,6.48%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&fr_id=27178,524,410,0:03:39,123,35.38%,57.06%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=24936,524,418,0:00:56,388,6.43%,14.12%,$0.00 
"/site/SPageServer?pagename=BIKE_HOM_pc&pc2_page=center&fr_id=28263&s_isRegistrationThanks=true,additional_gift-$50.00,total_amount-$125.00",524,461,0:05:02,140,32.41%,60.50%,$0.00 
/site/TR?fr_id=28197&pg=informational&sid=13239&skip_login_page=true&fr_tm_opt=none&s_fr_tm_opt=none&ptype=55444&s_ptype=55444,524,467,0:02:36,27,64.52%,40.08%,$0.00 
/site/TR?fr_id=28216&pg=informational&sid=14550,524,454,0:02:05,37,37.84%,18.51%,$0.00 
/site/TR?fr_id=28283&pg=informational&sid=13227,524,451,0:02:57,94,49.00%,40.08%,$0.00 
/site/TR?fr_id=28921&pg=informational&sid=14056&tab=ind,524,417,0:02:13,92,50.52%,38.17%,$0.00 
/site/TR?fr_id=29316&pg=informational&sid=14259,524,454,0:04:56,76,68.42%,60.31%,$0.00 
/site/TR?pg=informational&sid=10785&fr_id=25572,524,370,0:01:19,6,28.57%,14.31%,$0.00 
/site/TR?pg=pfind&fr_id=28207&s_redirect=true,524,489,0:05:45,211,78.14%,83.78%,$0.00 
/site/TR/Bike/COCBikeEvents?pg=entry&fr_id=28914&s_src=bike-fy17-COC-reg-social&s_subsrc=facebook-link-lal-consideration,524,478,0:01:40,478,77.75%,77.67%,$0.00 
/site/TR?pg=pfind&fr_id=28283&s_redirect=true,523,504,0:04:28,193,81.03%,83.56%,$0.00 
/site/TR/Bike/FLCBikeEvents?pg=team&fr_id=28207&team_id=494907,523,430,0:03:49,143,64.29%,66.35%,$0.00 
/site/TR/Bike/FLCBikeEvents?team_id=494299&pg=team&fr_id=28207,523,378,0:01:25,18,62.50%,27.92%,$0.00 
/site/TR/Bike/MNMBikeEvents?px=1897528&pg=personal&fr_id=28105,523,448,0:01:29,241,2.64%,34.23%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28263&team_id=494690,523,377,0:01:18,25,57.89%,31.55%,$0.00 
/site/TR?fr_id=28196&pg=informational&sid=13227,522,408,0:03:01,140,21.68%,37.36%,$0.00 
/site/TR?fr_id=28205&pg=informational&sid=14056&tab=ind,522,399,0:02:12,78,48.10%,41.95%,$0.00 
/site/TR?fr_id=29055&pg=entry&s_src=boundlessfundraising&s_subsrc=boundlessfundraising,522,383,0:01:29,359,36.19%,43.30%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=494564&pg=team&fr_id=28263,522,313,0:01:15,243,34.01%,32.18%,$0.00 
/site/TRR?pg=tfind&fr_id=27060&skip_login_page=true&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=50802&s_ptype=50802,522,404,0:00:39,77,12.16%,7.47%,$0.00 
/site/TR?fr_id=27060&amp;pg=entry&login=true,521,495,0:02:12,12,63.64%,63.53%,$0.00 
/site/TR?fr_id=27784&pg=entry,521,399,0:02:06,324,16.56%,39.54%,$0.00 
/site/TR?fr_id=28274&pg=informational&sid=14056&tab=team,521,382,0:01:00,25,32.14%,21.50%,$0.00 
/site/TR/Bike/NYNBikeEvents?team_id=533592&pg=team&fr_id=29055,521,288,0:01:39,277,38.21%,44.91%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=472678&pg=team&fr_id=27923,521,235,0:01:24,73,51.35%,24.76%,$0.00 
/site/SPageServer/?pagename=BIKE_HOM_login,520,388,0:00:30,105,17.14%,7.88%,$0.00 
/site/TR?fr_id=27043&pg=informational&sid=13227,520,397,0:04:31,87,28.72%,42.50%,$0.00 
/site/TR?fr_id=28205&pg=informational&sid=13231,520,403,0:01:37,56,25.45%,23.08%,$0.00 
/site/TR?fr_id=28205&pg=informational&sid=13247,520,387,0:00:33,59,8.93%,8.27%,$0.00 
/site/TR?fr_id=28287&pg=informational&sid=14056&tab=team,520,343,0:01:01,19,35.29%,19.42%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=496954&pg=team&fr_id=28791,520,312,0:01:25,116,60.68%,30.00%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28217,519,389,0:05:31,151,37.65%,55.11%,$0.00 
/site/TR?fr_id=28923&pg=informational&sid=13242,519,407,0:01:32,32,25.71%,29.87%,$0.00 
/site/TR?fr_id=28953&pg=informational&sid=13237,519,452,0:01:18,36,63.64%,20.62%,$0.00 
/site/TR?team_id=490792&fr_id=28105&pg=team,519,384,0:01:24,319,38.30%,35.45%,$0.00 
/site/TR/Bike/COCBikeEvents?pg=entry&fr_id=28914&s_src=bike-fy17-COC-reg-social&s_subsrc=facebook-link-beh-awareness,519,463,0:02:00,462,81.64%,82.08%,$0.00 
/site/TR/Bike/MNMBikeEvents?pg=team&fr_id=28105&team_id=490767,519,323,0:03:18,246,43.37%,41.62%,$0.00 
/site/TR/Bike/NJMBikeEvents?pg=entry&fr_id=28897&login=true,519,476,0:02:16,6,16.67%,29.48%,$0.00 
/site/TR/Bike/wigBikeEvents?pg=entry&fr_id=28198&s_src=bike-fy17-wig-reg-social&s_subsrc=facebook-link-beh-awareness,519,468,0:01:32,468,82.69%,82.08%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=29052,518,402,0:04:15,179,34.50%,55.60%,$0.00 
/site/TR/Bike/CANBikeEvents?pg=team&fr_id=28894&team_id=498948,518,394,0:01:32,240,40.32%,37.26%,$0.00 
/site/TR/Bike/NYNBikeEvents?px=14792605&pg=personal&fr_id=29055,518,399,0:01:20,376,30.24%,30.89%,$0.00 
/site/TR?fr_id=28263&pg=informational&sid=13239&fr_tjoin=494929,517,418,0:00:49,10,72.73%,16.25%,$0.00 
/site/TR?fr_id=28272&pg=informational&sid=13246,517,434,0:01:46,23,23.81%,21.08%,$0.00 
/site/TR/Bike/LAMBikeEvents?fr_id=27905&pg=entry&login=true,517,494,0:01:56,12,50.00%,20.70%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28263&team_id=495017&s_src=BF_emailbadge,517,352,0:03:34,58,48.21%,46.81%,$0.00 
/site/TR/Bike/WASBikeEvents?px=14377519&pg=personal&fr_id=28273,517,414,0:02:11,376,52.24%,54.35%,$0.00 
/site/TR?fr_id=27060&pg=informational&sid=13251,516,371,0:00:59,51,16.67%,18.60%,$0.00 
/site/TR?fr_id=27702&pg=informational&sid=13248,516,271,0:00:33,69,26.47%,8.91%,$0.00 
/site/TR?fr_id=28893&pg=informational&sid=14149,516,443,0:00:50,113,27.52%,26.36%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=495387&pg=team&fr_id=28216,516,403,0:01:36,192,59.79%,43.22%,$0.00 
/site/TR?fr_id=27039&pg=informational&sid=13249,515,373,0:02:31,72,13.70%,22.52%,$0.00 
/site/TR?fr_id=28216&pg=informational&sid=13278,515,445,0:01:30,37,25.71%,15.34%,$0.00 
/site/TR?fr_id=28934&pg=informational&sid=13239,515,350,0:00:57,63,23.81%,13.98%,$0.00 
/site/TR/Bike/ALCBikeEvents?fr_id=28940&pg=entry,515,418,0:02:22,400,43.18%,46.80%,$0.00 
/site/TRR?pg=tfind&fr_id=29055&fr_tm_opt=new&s_fr_tm_opt=new&ptype=59839&s_ptype=59839&skip_login_page=true,514,447,0:01:29,274,10.62%,12.65%,$0.00 
/site/TR?fr_id=27771&pg=informational&sid=13239,513,326,0:02:41,63,20.00%,24.17%,$0.00 
/site/TR?fr_id=28209&pg=informational&sid=14056&tab=ind,513,410,0:01:03,37,37.84%,30.02%,$0.00 
/site/TR?team_id=508979&fr_id=29047&pg=team,513,388,0:01:11,368,25.75%,26.12%,$0.00 
/site/TR?fr_id=28263&pg=team&team_id=494733,512,334,0:02:00,269,61.99%,51.76%,$0.00 
/site/TR/Bike/ksgBikeEvents?pg=entry&fr_id=28811&s_src=bike-fy17-ksg-reg-social&s_subsrc=facebook-link-cyc-awareness,512,469,0:02:05,469,85.96%,85.35%,$0.00 
/site/TR/Bike/WASBikeEvents?pg=entry&fr_id=27170&s_src=BMS-HOM-ADS&s_subsrc=WAS-SEA-OUT-FB-100133017,512,456,0:03:00,454,87.03%,86.13%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28813,511,398,0:04:38,173,43.62%,60.27%,$0.00 
/site/TR?fr_id=28311&pg=informational&sid=13237,511,448,0:01:35,23,27.78%,17.61%,$0.00 
/site/TR?fr_id=28813&pg=informational&sid=13247,511,401,0:00:49,55,40.43%,15.26%,$0.00 
/site/TR?fr_id=28814&pg=informational&sid=13239,511,364,0:00:57,149,30.41%,17.42%,$0.00 
/site/TR?fr_id=29045&pg=informational&sid=13251,511,376,0:01:40,39,46.15%,26.61%,$0.00 
/site/TR/Bike/CASBikeEvents?sid=13227&type=fr_informational&pg=informational&fr_id=27876,511,419,0:03:47,280,28.07%,53.23%,$0.00 
/site/TR/Bike/COCBikeEvents?pg=team&fr_id=28914&team_id=499968,511,374,0:01:38,58,75.00%,33.27%,$0.00 
/site/TR/Bike/MAMBikeEvents?pg=entry&fr_id=27048&s_src=BMS-HOM-ADS&s_subsrc=MAM-BOS-OUT-FB-94516815,511,470,0:03:39,470,0.21%,89.04%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=494462&pg=team&fr_id=28263,511,360,0:01:31,171,48.54%,31.12%,$0.00 
/site/TR?fr_id=28813&pg=entry,510,464,0:01:24,449,60.67%,68.43%,$0.00 
/site/TR/Bike/CALBikeEvents?pg=entry&fr_id=28217&s_src=bike-fy17-cal-reg-social&s_subsrc=facebook-link-fbf-Conversion,510,464,0:02:15,464,82.91%,83.33%,$0.00 
/site/TR?px=9159686&fr_id=29055&pg=personal,509,402,0:02:47,388,59.64%,56.97%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=entry&fr_id=29059&login=true,509,469,0:01:50,10,22.22%,22.99%,$0.00 
/site/TR?fr_id=27704&pg=informational&sid=13248,508,318,0:00:20,21,17.39%,9.84%,$0.00 
/site/TR?fr_id=27900&pg=informational&sid=13239,508,342,0:02:04,78,35.53%,30.12%,$0.00 
/site/TR?fr_id=27936&pg=informational&sid=13242,508,264,0:01:18,11,33.33%,20.67%,$0.00 
/site/TR/Bike/MDMBikeEvents?pg=entry&fr_id=27042&login=true,508,465,0:01:54,11,9.09%,17.91%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&pc2_page=center&fr_id=28923,507,303,0:05:02,155,24.68%,44.97%,$0.00 
/site/TR?fr_id=29036&pg=informational&sid=13231,507,402,0:01:36,79,21.52%,21.89%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28263&team_id=495244,507,327,0:01:37,91,43.48%,41.62%,$0.00 
/site/TR?fr_id=27061&pg=informational&sid=14153,506,388,0:00:48,89,10.59%,14.43%,$0.00 
/site/TR?fr_id=27080&pg=informational&sid=13250,506,448,0:04:59,119,26.36%,42.89%,$0.00 
/site/TR?fr_id=28893&pg=informational&sid=13247,506,367,0:00:36,53,14.29%,13.24%,$0.00 
/site/TR/Bike/MAMBikeEvents?fr_id=27689&pg=entry,506,384,0:00:58,85,33.33%,22.33%,$0.00 
/site/TR/Bike/TXHBikeEvents?pg=team&fr_id=28263&team_id=494458,506,351,0:01:30,34,46.67%,30.83%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=508378&pg=team&fr_id=28742,506,396,0:02:01,105,38.53%,35.77%,$0.00 
/site/TR/Bike/wigBikeEvents?pg=entry&fr_id=28198&s_src=bike-fy17-wig-reg-social&s_subsrc=facebook-link-lal-awareness,506,449,0:01:33,449,76.44%,74.70%,$0.00 
/site/TR?fr_id=28287&pg=informational&sid=13239,505,346,0:00:51,52,21.57%,15.05%,$0.00 
/site/TR/Bike/NCTBikeEvents?team_id=500254&pg=team&fr_id=28911,505,421,0:04:32,383,66.58%,66.53%,$0.00 
/site/TR/Bike/TNSBikeEvents?team_id=505801&pg=team&fr_id=28953,504,377,0:02:00,174,65.54%,44.84%,$0.00 
/site/SPageServer/?pagename=BIKE_HOM_splash&s_test=TRUE,503,289,0:02:46,109,35.71%,22.07%,$0.00 
/site/TR?fr_id=28283&pg=informational&sid=13237,503,449,0:01:13,17,70.00%,20.08%,$0.00 
/site/TR?fr_id=28384&pg=informational&sid=13237,503,432,0:01:58,45,57.14%,26.64%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=495162&pg=team&fr_id=28216,503,411,0:02:01,93,52.17%,31.01%,$0.00 
/site/TR/Bike/MAMBikeEvents?team_id=493818&pg=team&fr_id=28104,502,368,0:02:14,209,47.64%,41.83%,$0.00 
/site/TR/Bike/MNMBikeEvents?team_id=450763&pg=team&fr_id=27006,502,360,0:01:36,212,26.42%,34.26%,$0.00 
/site/TR/Bike/MOSBikeEvents?team_id=451372&pg=team&fr_id=27053,502,307,0:02:18,105,27.27%,29.88%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=496062&pg=team&fr_id=28216,502,287,0:04:16,269,59.26%,53.78%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=452854&pg=team&fr_id=27149,502,317,0:02:14,129,9.23%,34.06%,$0.00 
/site/TR?fr_id=28893&pg=informational&sid=13248,501,320,0:00:53,17,22.73%,11.98%,$0.00 
/site/TR?pg=pfind&fr_id=28196&s_redirect=true,501,482,0:04:43,179,80.87%,86.23%,$0.00 
/site/TR?fr_id=28217&pg=informational&sid=13227,500,409,0:02:52,67,55.71%,35.80%,$0.00 
/site/TR?fr_id=28263&pg=team&team_id=494541,500,313,0:02:01,255,42.25%,40.40%,$0.00 
/site/TR?pg=pfind&fr_id=28311&s_redirect=true,500,474,0:05:53,166,85.71%,83.40%,$0.00 
/site/TR/Bike/MAMBikeEvents?fr_id=28949&pg=entry,500,413,0:01:46,143,40.69%,35.00%,$0.00 
/site/TR?fr_id=27426&pg=informational&sid=13233,499,384,0:02:26,106,18.45%,38.48%,$0.00 
/site/TR?fr_id=28915&pg=informational&sid=13239&skip_login_page=true&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=59310&s_ptype=59310,499,420,0:05:13,26,51.72%,39.48%,$0.00 
/site/TR?fr_id=29052&pg=informational&sid=13227,499,421,0:03:08,49,28.85%,32.87%,$0.00 
/site/TR/Bike/CASBikeEvents?team_id=521456&pg=team&fr_id=29046,499,361,0:02:20,333,43.53%,43.09%,$0.00 
/site/TR/Bike/txhBikeEvents?pg=entry&fr_id=28791&s_src=bike-fy17-txh-reg-social&s_subsrc=facebook-link-lal-consideration,499,436,0:01:55,435,69.11%,74.35%,$0.00 
/site/SPageServer?starting_postal=&state=OH&pagename=BIKE_HOM_events&s_src=bike-fy17-oha-reg-cpc&s_subsrc=adwords-link-ongoing,498,398,0:02:09,397,33.67%,69.68%,$0.00 
/site/TR?fr_id=27171&pg=entry,498,358,0:01:17,246,30.65%,26.10%,$0.00 
/site/TR?fr_id=28207&pg=entry&login=true,498,465,0:02:24,17,63.16%,63.86%,$0.00 
/site/TR?fr_id=28812&pg=informational&sid=13239,498,360,0:00:41,84,18.52%,14.66%,$0.00 
/site/TR?fr_id=28813&pg=informational&sid=13248,498,370,0:01:10,31,10.81%,13.25%,$0.00 
/site/TR/Bike/KSGBikeEvents?team_id=451250&pg=team&fr_id=27065,498,345,0:01:17,116,28.81%,26.91%,$0.00 
/site/TR?fr_id=28384&pg=informational&sid=13239&skip_login_page=true&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=56333&s_ptype=56333,497,399,0:05:17,19,59.09%,41.25%,$0.00 
/site/TR?fr_id=28791&pg=informational&sid=13239&skip_login_page=true&fr_tm_opt=none&s_fr_tm_opt=none&ptype=58293&s_ptype=58293,497,438,0:04:28,18,41.67%,42.45%,$0.00 
/site/TR?fr_id=28892&pg=entry,497,414,0:01:59,329,24.62%,40.85%,$0.00 
/site/TR?px=15851574&fr_id=28124&pg=personal,497,411,0:05:47,408,76.83%,77.87%,$0.00 
/site/TR?fr_id=29059&pg=informational&sid=13237,496,422,0:01:30,23,32.00%,17.74%,$0.00 
/site/TR?px=1981696&pg=personal&fr_id=28847&s_src=boundlessfundraising&s_subsrc=:sub_source,496,346,0:03:25,340,53.96%,49.19%,$0.00 
/site/TR?team_id=451699&fr_id=27080&pg=team,496,388,0:02:42,375,46.44%,56.25%,$0.00 
/site/TR/Bike/MAMBikeEvents?team_id=454059&pg=team&fr_id=27051,496,366,0:02:06,177,37.43%,44.35%,$0.00 
/site/TR/Bike/WIGBikeEvents?team_id=493159&pg=team&fr_id=28198,496,337,0:02:03,115,53.78%,31.65%,$0.00 
/site/TR?fr_id=28263&pg=team&team_id=495230,495,326,0:02:17,243,34.52%,37.98%,$0.00 
/site/TR?fr_id=28267&pg=informational&sid=13239,495,369,0:01:08,93,40.22%,20.00%,$0.00 
/site/TR?fr_id=28384&pg=informational&sid=13249,495,396,0:02:38,37,30.77%,25.45%,$0.00 
/site/TR/Bike/HOMBikeEvents?pg=entry&fr_id=29125,495,304,0:02:27,237,28.51%,25.66%,$0.00 
/site/TR/Bike/ILDBikeEvents?pg=entry&fr_id=28197&s_src=bike-fy17-ild-reg-social&s_subsrc=facebook-link-beh-awareness,495,439,0:01:37,439,79.73%,81.41%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=28215,494,355,0:04:12,142,28.57%,50.61%,$0.00 
/site/TR?fr_id=27716&pg=informational&sid=13239,494,324,0:02:18,71,35.38%,28.54%,$0.00 
/site/TR?fr_id=27876&pg=team&team_id=491719,494,179,0:03:54,147,32.67%,24.70%,$0.00 
/site/TR?fr_id=28742&pg=informational&sid=13239,494,347,0:00:50,47,24.44%,13.56%,$0.00 
/site/TR?fr_id=29045&pg=informational&sid=13249,494,424,0:02:38,35,44.74%,31.58%,$0.00 
/site/TR?team_id=512305&fr_id=29052&pg=team,494,310,0:01:57,287,40.14%,36.23%,$0.00 
/site/TR/Bike/TXHBikeEvents?team_id=452023&pg=team&fr_id=27003,494,383,0:01:45,85,32.94%,28.14%,$0.00 
/site/SPageServer/?pagename=BIKE_HOM_events&fr_id=27764,493,407,0:02:28,262,25.10%,57.81%,$0.00 
/site/TR?fr_id=28791&pg=informational&sid=13229,493,403,0:02:27,34,52.63%,36.11%,$0.00 
/site/TR?fr_id=28921&pg=informational&sid=14056&tab=team,493,308,0:00:50,35,25.00%,18.66%,$0.00 
/site/TR?team_id=494957&fr_id=28263&pg=team,493,345,0:01:34,326,56.53%,49.09%,$0.00 
/site/TR/Bike/OHABikeEvents?team_id=455304&pg=team&fr_id=27188,493,384,0:01:49,183,15.38%,23.94%,$0.00 
/site/PageServer?pagename=BIKE_OHO_homepage,492,421,0:03:07,411,50.97%,79.47%,$0.00 
/site/TR?fr_id=27042&pg=informational&sid=13238,492,419,0:02:14,24,21.74%,23.78%,$0.00 
/site/TR?fr_id=27695&pg=informational&sid=13237,492,420,0:01:41,25,28.00%,24.59%,$0.00 
/site/TR/Bike/ALCBikeEvents?fr_id=29050&pg=entry,492,388,0:01:42,377,35.96%,39.02%,$0.00 
/site/TR/Bike/ildBikeEvents?pg=entry&fr_id=28197&s_src=bike-fy17-ild-reg-social&s_subsrc=facebook-link-beh-Conversion,492,445,0:02:33,445,56.63%,81.10%,$0.00 
/site/TR/Bike/PAEBikeEvents?team_id=452322&pg=team&fr_id=27061,492,347,0:01:57,335,30.65%,41.26%,$0.00 
/site/TR/Bike/WASBikeEvents?px=3946237&pg=personal&fr_id=27170,492,369,0:03:16,129,51.91%,44.92%,$0.00 
/site/TRR?pg=tfind&fr_id=28215&fr_tm_opt=existing&s_fr_tm_opt=existing&ptype=55485&s_ptype=55485&skip_login_page=true,492,395,0:00:41,239,2.10%,2.03%,$0.00 
/site/SPageServer?pagename=BIKE_HOM_pc_2017&fr_id=29059,491,309,0:05:41,144,29.53%,50.92%,$0.00 
/site/TR?fr_id=28915&pg=informational&sid=13247,491,380,0:00:42,53,10.87%,9.98%,$0.00 
/site/TR/Bike/MOSBikeEvents?pg=team&fr_id=28272&team_id=494403,491,412,0:02:46,48,43.14%,56.21%,$0.00 
/site/TR/Bike/WASBikeEvents?pg=entry&fr_id=27170&s_src=BMS-HOM-ADS&s_subsrc=WAS-SEA-LLK-FB-100133029,491,458,0:02:07,458,88.21%,87.78%,$0.00 
/site/TR?fr_id=28914&pg=informational&sid=13275,490,459,0:02:31,35,41.03%,38.98%,$0.00 
/site/TR?fr_id=28219&pg=informational&sid=13242,489,420,0:02:53,44,45.83%,39.88%,$0.00 
/site/TR?fr_id=28813&pg=informational&sid=13249,489,413,0:03:04,51,45.61%,35.79%,$0.00 
/site/TR?fr_id=28847&pg=informational&sid=13237,489,421,0:01:15,53,13.46%,15.95%,$0.00 
