# ----------------------------------------
# Bike MS - Luminate Pages
# Exit Pages
# 20160401-20171214
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/site/Donation2?idb=1164955794&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15679857&PROXY_TYPE=20&NONCE_TOKEN=E368CC5C9BFA9E3C8670E0C2A70E4085,4,8,50.00%
/site/Donation2?idb=1165066536&df_id=57042&FR_ID=27868&mfc_pref=T&57042.donation=form1&PROXY_ID=13464767&PROXY_TYPE=20&idb=85535892,4,4,100.00%
/site/Donation2?idb=1165942780&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=2182657&PROXY_TYPE=20&NONCE_TOKEN=43C6ABB65959A352486529B212F012D6&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1165952826&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=8594384&PROXY_TYPE=20,4,14,28.57%
/site/Donation2?idb=1169259789&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=15084426&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,8,50.00%
/site/Donation2?idb=1169693911&df_id=58644&FR_ID=29042&mfc_pref=T&58644.donation=form1&PROXY_ID=12494473&PROXY_TYPE=20&NONCE_TOKEN=6CA8557D244907626A928BEC32E41B9B,4,7,57.14%
/site/Donation2?idb=1170039876&df_id=55815&FR_ID=27065&mfc_pref=T&PROXY_ID=12096729&55815.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1170067391&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=15401477&55821.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1171137079&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=5583245&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,7,57.14%
/site/Donation2?idb=1172349244&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=15856846&PROXY_TYPE=20&NONCE_TOKEN=BF875C4DA344D51354928B337B812D6C&s_subsrc=:sub_source&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1174406168&df_id=55837&55837.donation=form1&FR_ID=27039&mfc_pref=T&PROXY_ID=14275838&PROXY_TYPE=20&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1175127074&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=10558234&55846.donation=form1&PROXY_TYPE=20&s_subsrc=:sub_source&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1175649188&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=14796371&PROXY_TYPE=20&55817.donation=form1,4,4,100.00%
/site/Donation2?idb=1176293314&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=12439553&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,4,6,66.67%
/site/Donation2?idb=1180027577&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15511711&PROXY_TYPE=20&55825.donation=form1,4,4,100.00%
/site/Donation2?idb=1180462620&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=7649807&PROXY_TYPE=20,4,9,44.44%
/site/Donation2?idb=1181944559&57801.donation=form1&df_id=57801&FR_ID=28217&mfc_pref=T&PROXY_ID=11775614&PROXY_TYPE=20&NONCE_TOKEN=C82B6AD372B39504523C6B966E90DED1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1181946244&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=11671803&PROXY_TYPE=20&NONCE_TOKEN=CE46D1F5D18B34D7591560E8BF3802C5&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1184501593&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=2549089&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,7,57.14%
/site/Donation2?idb=1186479210&58627.donation=form1&df_id=58627&FR_ID=29037&mfc_pref=T&PROXY_ID=16260597&PROXY_TYPE=20,4,15,26.67%
/site/Donation2?idb=1187408970&df_id=56705&FR_ID=27735&mfc_pref=T&PROXY_ID=1790008&56705.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1187900053&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=6608682&PROXY_TYPE=20&NONCE_TOKEN=3910BFFF9876D97F379352DDFAA95856&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1188314528&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15860910&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1189014628&df_id=58509&58509.donation=form1&FR_ID=28911&mfc_pref=T&PROXY_ID=8411655&PROXY_TYPE=20&NONCE_TOKEN=E49D7C13A9D4C6D5702C7E0A95EAC6E1&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1189784519&df_id=56705&FR_ID=27735&mfc_pref=T&PROXY_ID=11571893&56705.donation=form1&PROXY_TYPE=20,4,8,50.00%
/site/Donation2?idb=1192230140&df_id=57852&FR_ID=28273&mfc_pref=T&PROXY_ID=9294517&PROXY_TYPE=20&57852.donation=form1&NONCE_TOKEN=3BF4C4069006C759E0F20648CAEB8A75&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1193958399&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=14068002&55820.donation=form1&PROXY_TYPE=20,4,6,66.67%
/site/Donation2?idb=1193990917&55829.donation=form1&df_id=55829&FR_ID=27007&mfc_pref=T&PROXY_ID=9129480&PROXY_TYPE=20,4,6,66.67%
/site/Donation2?idb=1194519281&57774.donation=completed&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=6043850&PROXY_TYPE=20&idb=1194519281,4,4,100.00%
/site/Donation2?idb=1196696263&df_id=55820&FR_ID=27184&mfc_pref=T&PROXY_ID=16131203&55820.donation=form1&PROXY_TYPE=20,4,4,100.00%
/site/Donation2?idb=1199546392&df_id=55819&FR_ID=27249&mfc_pref=T&PROXY_ID=15264842&PROXY_TYPE=20&55819.donation=form1&idb=423531717,4,4,100.00%
/site/Donation2?idb=1199792841&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=10198048&PROXY_TYPE=20&55952.donation=form1,4,8,50.00%
/site/Donation2?idb=1200566822&58513.donation=completed&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=8348569&PROXY_TYPE=20&idb=1200566822,4,4,100.00%
/site/Donation2?idb=1200941200&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=16179442&PROXY_TYPE=20&NONCE_TOKEN=F5516FCCE006B238BB3526A8D99D9028,4,5,80.00%
/site/Donation2?idb=1202235315&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=14853642&58830.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=7A651D3671087CDE55EA593D791C8B1B&s_subsrc=bfIphLiPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1203298330&58696.donation=form1&df_id=58696&FR_ID=28742&mfc_pref=T&PROXY_ID=4951728&PROXY_TYPE=20,4,5,80.00%
/site/Donation2?idb=1203420896&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=14739184&PROXY_TYPE=20&55952.donation=form1,4,11,36.36%
/site/Donation2?idb=1206640338&df_id=55837&55837.donation=form1&F=,4,5,80.00%
/site/Donation2?idb=1207182703&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=15480116&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1207800812&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=15386604&PROXY_TYPE=20&56012.donation=form1&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1208115957&df_id=58531&FR_ID=28918&mfc_pref=T&PROXY_ID=14962427&58531.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=11F2C28E5FA4DA30883580155D86504E&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1208247387&df_id=55837&55837.donation=form1&FR_ID=27039&mfc_pref=T&PROXY_ID=14529060&PROXY_TYPE=20,4,4,100.00%
/site/Donation2?idb=1208374221&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=14883409&PROXY_TYPE=20&57382.donation=form1,4,7,57.14%
/site/Donation2?idb=1209521070&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=14832804&PROXY_TYPE=20,4,12,33.33%
/site/Donation2?idb=1211506900&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15190423&PROXY_TYPE=20&55825.donation=form1,4,4,100.00%
/site/Donation2?idb=1212785090&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=12498071&PROXY_TYPE=20&NONCE_TOKEN=5E14B4E26F68F3529BDDF8047D4BA591,4,5,80.00%
/site/Donation2?idb=1214083740&58538.donation=form1&df_id=58538&FR_ID=28921&mfc_pref=T&PROXY_ID=15310167&PROXY_TYPE=20,4,7,57.14%
/site/Donation2?idb=1215586090&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=12899796&PROXY_TYPE=20&NONCE_TOKEN=D382A8CEC3BA8BFF8FDA93AABA42B6EC&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1216319194&df_id=58231&FR_ID=28894&mfc_pref=T&58231.donation=form1&PROXY_ID=16133388&PROXY_TYPE=20,4,12,33.33%
/site/Donation2?idb=1217017399&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=12340165&55820.donation=form1&PROXY_TYPE=20&amp;df_id=55820&idb=1347541761&amp;55820.donation=root&amp;FR_ID=28105&amp;PROXY_ID=12340165&amp;PROXY_TYPE=20&amp;mfc_pref=T,4,5,80.00%
/site/Donation2?idb=1217919167&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=14061133&57754.donation=completed&PROXY_TYPE=20&idb=1217919167,4,4,100.00%
/site/Donation2?idb=1217935181&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=15702325&PROXY_TYPE=20,4,5,80.00%
/site/Donation2?idb=1219080353&df_id=57196&FR_ID=27923&mfc_pref=T&PROXY_ID=4449171&PROXY_TYPE=20&57196.donation=form1&s_subsrc=bfIphEmPfMsg&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1219388966&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=14524604&PROXY_TYPE=20&55952.donation=form1&s_tafId=453968,4,6,66.67%
/site/Donation2?idb=1219802183&57826.donation=completed&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15607769&PROXY_TYPE=20&idb=1219802183,4,4,100.00%
/site/Donation2?idb=1219834919&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=15760437&PROXY_TYPE=20&NONCE_TOKEN=4257CB6CC6F9D3845766A55916261240&s_subsrc=:sub_source&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1219859770&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=11890503&55820.donation=completed&PROXY_TYPE=20&NONCE_TOKEN=311A1AB30F113553BC46D480EF6DDC26&idb=1219859770,4,6,66.67%
/site/Donation2?idb=1220636144&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=7084629&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1221442541&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=6961025&PROXY_TYPE=20&55817.donation=form1,4,4,100.00%
/site/Donation2?idb=1221800778&df_id=57852&FR_ID=28273&mfc_pref=T&PROXY_ID=13883191&PROXY_TYPE=20&57852.donation=form1&NONCE_TOKEN=15DE0B65FF6F1485F610E3FEDEA3C006&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,6,66.67%
/site/Donation2?idb=122379754&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15545558&PROXY_TYPE=20&NONCE_TOKEN=881FD47F670C3B4FF18AC5F8F74120CC&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,6,66.67%
/site/Donation2?idb=122900809&df_id=58566&FR_ID=28942&mfc_pref=T&PROXY_ID=16116821&PROXY_TYPE=20&58566.donation=form1&NONCE_TOKEN=8EF060002D552A7C2E97DFE075262274&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1230323547&df_id=57988&FR_ID=28811&mfc_pref=T&PROXY_ID=14907407&57988.donation=form1&PROXY_TYPE=20,4,15,26.67%
/site/Donation2?idb=1230814469&df_id=57794&FR_ID=28209&mfc_pref=T&PROXY_ID=2081080&PROXY_TYPE=20&57794.donation=completed&idb=1230814469,4,4,100.00%
/site/Donation2?idb=1231050181&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=14576947&PROXY_TYPE=20&55952.donation=form1,4,4,100.00%
/site/Donation2?idb=1231177506&df_id=58223&58223.donation=form1&FR_ID=28892&mfc_pref=T&PROXY_ID=11247637&PROXY_TYPE=20,4,4,100.00%
/site/Donation2?idb=1231561799&df_id=55817&FR_ID=27048&mfc_pref=T&PROXY_ID=13479205&PROXY_TYPE=20&55817.donation=form1&idb=1832717924,4,4,100.00%
/site/Donation2?idb=1232465242&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=9301760&PROXY_TYPE=20&NONCE_TOKEN=524BDE07E1CBC0DAA1C82048E0924831&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1232884178&df_id=55846&FR_ID=27003&mfc_pref=T&PROXY_ID=5433417&55846.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1233041655&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=15447994&PROXY_TYPE=20&55896.donation=form1&s_subsrc=bfDskFbPfCphoto&s_src=boundlessfundraising,4,10,40.00%
/site/Donation2?idb=1233526347&df_id=57852&FR_ID=28273&mfc_pref=T&PROXY_ID=16165758&PROXY_TYPE=20&57852.donation=form1,4,6,66.67%
/site/Donation2?idb=1233527393&df_id=57852&FR_ID=28273&mfc_pref=T&PROXY_ID=15267989&PROXY_TYPE=20&57852.donation=form1&NONCE_TOKEN=20E014E56488F67DC234104850949CE3,4,10,40.00%
/site/Donation2?idb=1234035315&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15624053&PROXY_TYPE=20&NONCE_TOKEN=00C12F10C78DB88D45292E837DA294D7&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=123585753&df_id=58535&FR_ID=28915&mfc_pref=T&PROXY_ID=13051137&PROXY_TYPE=20&58535.donation=form1&NONCE_TOKEN=17CC8E1A583E04C44370C187DB268FE5,4,4,100.00%
/site/Donation2?idb=1237055189&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=5608145&PROXY_TYPE=20&NONCE_TOKEN=F0F709F807AB80DB9A0193C692311526,4,7,57.14%
/site/Donation2?idb=1238722634&df_id=55813&55813.donation=form1&FR_ID=27043&mfc_pref=T&PROXY_ID=9572774&PROXY_TYPE=20,4,5,80.00%
/site/Donation2?idb=1240031524&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=2394495&PROXY_TYPE=20&55825.donation=form1,4,9,44.44%
/site/Donation2?idb=1240491061&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=11854983&55821.donation=form1&PROXY_TYPE=20,4,14,28.57%
/site/Donation2?idb=1241126600&df_id=58566&FR_ID=28942&mfc_pref=T&PROXY_ID=16139244&PROXY_TYPE=20&58566.donation=form1&NONCE_TOKEN=2771720E1CE0B61FE2485530B58FE507&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1244003435&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=14795460&PROXY_TYPE=20&55896.donation=form1,4,4,100.00%
/site/Donation2?idb=1244027698&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15626101&PROXY_TYPE=20&NONCE_TOKEN=AC6C1FD0602B9FA0D284083C94467BBE&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1244452112&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=5290789&PROXY_TYPE=20,4,4,100.00%
/site/Donation2?idb=1244974407&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=16079232&PROXY_TYPE=20&57849.donation=form1&NONCE_TOKEN=B4B7FA36A394A782DC2784C24E1B1156&s_subsrc=bfIphSmsPfMsg&s_src=boundlessfundraising,4,6,66.67%
/site/Donation2?idb=1245524158&df_id=55896&FR_ID=27080&mfc_pref=T&PROXY_ID=14811095&PROXY_TYPE=20&55896.donation=form1,4,5,80.00%
/site/Donation2?idb=1246218778&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=10404558&PROXY_TYPE=20&NONCE_TOKEN=F99B16BD13FF6E0C7A05BF1BA18A28A5&s_subsrc=:sub_source&s_src=boundlessfundraising,4,18,22.22%
/site/Donation2?idb=1248644877&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15546449&PROXY_TYPE=20&NONCE_TOKEN=55B2C8213C4A27F7948D17E5E03F4576&s_subsrc=:sub_source&s_src=boundlessfundraising,4,7,57.14%
/site/Donation2?idb=1249161806&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=2150614&PROXY_TYPE=20&55952.donation=form1,4,5,80.00%
/site/Donation2?idb=1249582360&58513.donation=form1&df_id=58513&FR_ID=28914&mfc_pref=T&PROXY_ID=11841170&PROXY_TYPE=20&NONCE_TOKEN=32E1B0E30FE58F2F51F490AC4FC9CC2D&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1250246259&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=15187075&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfIphFbPfSched&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1250686381&df_id=55815&FR_ID=27063&mfc_pref=T&PROXY_ID=15399718&55815.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1250898902&df_id=55822&FR_ID=27694&mfc_pref=T&PROXY_ID=3729465&PROXY_TYPE=20&55822.donation=form1&idb=975306318,4,4,100.00%
/site/Donation2?idb=1251092663&df_id=57776&57776.donation=form1&FR_ID=28198&mfc_pref=T&PROXY_ID=13831202&PROXY_TYPE=20&NONCE_TOKEN=B316F050EA52F1EE4CD3472E0E8226D4&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1254125400&df_id=55821&FR_ID=27053&mfc_pref=T&PROXY_ID=9188909&55821.donation=form1&PROXY_TYPE=20&s_subsrc=bfIphPfClct&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1254371973&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=13745184&PROXY_TYPE=20&55952.donation=form1,4,18,22.22%
/site/Donation2?idb=1254429188&df_id=55837&55837.donation=form1&FR_ID=27039&mfc_pref=T&PROXY_ID=10050461&PROXY_TYPE=20,4,4,100.00%
/site/Donation2?idb=1255342974&df_id=55807&FR_ID=27037&mfc_pref=T&55807.donation=form1&PROXY_ID=14495907&PROXY_TYPE=20&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1256107831&df_id=59311&FR_ID=29299&mfc_pref=T&PROXY_ID=13925021&PROXY_TYPE=20&59311.donation=form1&NONCE_TOKEN=58128BBC17643702A42F07823712F933&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1256459123&df_id=57382&FR_ID=27876&mfc_pref=T&PROXY_ID=10584483&PROXY_TYPE=20&57382.donation=form1,4,7,57.14%
/site/Donation2?idb=1256647833&df_id=57667&FR_ID=28099&mfc_pref=T&PROXY_ID=9454696&57667.donation=completed&PROXY_TYPE=20&idb=1256647833,4,4,100.00%
/site/Donation2?idb=1256837689&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15433318&PROXY_TYPE=20&55825.donation=form1&s_subsrc=bfWebEmPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1257472215&df_id=55817&FR_ID=27051&mfc_pref=T&PROXY_ID=14528737&PROXY_TYPE=20&55817.donation=form1&idb=256354832,4,4,100.00%
/site/Donation2?idb=1257667356&df_id=55815&FR_ID=27065&mfc_pref=T&PROXY_ID=3791819&55815.donation=form1&PROXY_TYPE=20&s_subsrc=bfDskPfSelf&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1259958874&df_id=55825&FR_ID=27764&mfc_pref=T&PROXY_ID=15262031&PROXY_TYPE=20&55825.donation=form1,4,4,100.00%
/site/Donation2?idb=1260390404&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15828974&PROXY_TYPE=20&NONCE_TOKEN=17E15A5B49FC7BA4B8AD683F61B49357&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,6,66.67%
/site/Donation2?idb=1260638112&57774.donation=form1&df_id=57774&FR_ID=28197&mfc_pref=T&PROXY_ID=15913594&PROXY_TYPE=20&NONCE_TOKEN=B3DD6B5F12FD18B4C55D231271B392C8&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,10,40.00%
/site/Donation2?idb=1260947226&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=12250228&55820.donation=completed&PROXY_TYPE=20&idb=1260947226,4,4,100.00%
/site/Donation2?idb=1261460029&df_id=58830&FR_ID=29059&mfc_pref=T&PROXY_ID=15465605&58830.donation=form1&PROXY_TYPE=20,4,9,44.44%
/site/Donation2?idb=1263271456&df_id=58551&58551.donation=form1&FR_ID=28934&mfc_pref=T&PROXY_ID=5339299&PROXY_TYPE=20&NONCE_TOKEN=EBC311AA1BEA7DDDA62E96FB6E2607A7,4,4,100.00%
/site/Donation2?idb=1263984643&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=9789848&57786.donation=form1&PROXY_TYPE=20,4,8,50.00%
/site/Donation2?idb=1264736256&df_id=58680&58680.donation=form1&FR_ID=29046&mfc_pref=T&PROXY_ID=2640144&PROXY_TYPE=20&NONCE_TOKEN=2E93BCA13391ED094588A16D668912EB,4,5,80.00%
/site/Donation2?idb=1265009799&57799.donation=form1&df_id=57799&FR_ID=28215&mfc_pref=T&PROXY_ID=5447684&PROXY_TYPE=20&NONCE_TOKEN=3EB0018722C57784CE3ED03EE01F0CBC&s_subsrc=bfIphFbPfMsg&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=1266535264&df_id=55952&FR_ID=27061&mfc_pref=T&PROXY_ID=9931092&PROXY_TYPE=20&55952.donation=form1&s_subsrc=bfDskFbPfPrbdg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1266924312&df_id=57849&FR_ID=28272&mfc_pref=T&PROXY_ID=7006209&PROXY_TYPE=20&57849.donation=form1,4,9,44.44%
/site/Donation2?idb=1267129762&df_id=57786&FR_ID=28207&mfc_pref=T&PROXY_ID=1750980&57786.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=D6FCC3C351F79471BFB8EFEE73D55646&s_subsrc=bfDskFbPfStream&s_src=boundlessfundraising,4,5,80.00%
/site/Donation2?idb=126876644&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15801043&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=8018DD3800663E7197DC18ADDE5D77F0&s_subsrc=bfDskFbPfMsg&s_src=boundlessfundraising,4,7,57.14%
/site/Donation2?idb=1268851065&df_id=36830&FR_ID=17956&36830.donation=form1&PROXY_ID=1733246&PROXY_TYPE=20&JServSessionIdr004=b51luvegm1.app330a,4,4,100.00%
/site/Donation2?idb=1271492343&df_id=57196&FR_ID=27923&mfc_pref=T&PROXY_ID=9190002&PROXY_TYPE=20&57196.donation=form1,4,5,80.00%
/site/Donation2?idb=1272358373&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=15636492&PROXY_TYPE=20&NONCE_TOKEN=63B1B197BFC79F1EF69438FE4BC13CA5&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1272467885&df_id=58551&58551.donation=completed&FR_ID=28934&mfc_pref=T&PROXY_ID=16170170&PROXY_TYPE=20&idb=1272467885,4,4,100.00%
/site/Donation2?idb=127347883&df_id=57754&FR_ID=28791&mfc_pref=T&PROXY_ID=8174209&57754.donation=form1&PROXY_TYPE=20,4,4,100.00%
/site/Donation2?idb=1274566928&df_id=55822&FR_ID=27695&mfc_pref=T&PROXY_ID=1692869&PROXY_TYPE=20&55822.donation=form1,4,5,80.00%
/site/Donation2?idb=1274699857&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15648696&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=A48560AA55D6BC948F6A35B8F229536B&s_subsrc=bfDskFbPfSched&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1274797784&57826.donation=form1&df_id=57826&FR_ID=28263&mfc_pref=T&PROXY_ID=14710795&PROXY_TYPE=20&NONCE_TOKEN=18B2CC2E64558FF702F879F60E552F36&s_subsrc=bfAphFbPfMsg&s_src=boundlessfundraising,4,4,100.00%
/site/Donation2?idb=1277252332&df_id=55820&FR_ID=28105&mfc_pref=T&PROXY_ID=15966632&55820.donation=form1&PROXY_TYPE=20&NONCE_TOKEN=F07B3403998BC754FF35D3A6B6AE3180&s_tafId=524535,4,5,80.00%
/site/Donation2?idb=127744167&df_id=57852&FR_ID=28273&mfc_pref=T&PROXY_ID=494542&PROXY_TYPE=22&57852.donation=form1,4,13,30.77%
/site/Donation2?idb=1280963642&df_id=56012&FR_ID=27170&mfc_pref=T&PROXY_ID=14623273&PROXY_TYPE=20&56012.donation=form1,4,11,36.36%
/site/Donation2?idb=1283119713&df_id=58284&58284.donation=form1&FR_ID=28897&mfc_pref=T&PROXY_ID=9372735&PROXY_TYPE=20&idb=1350915145,4,12,33.33%
